"","row.identity","charge","plot","plot_number","soil_type","type_number","frequency","lipid","stdized"
"279","HexCer(d18:2/16:1)_A","POS","C","14","M","27",384025.4063,"HexCer",0.1059431897548
"280","HexCer(d18:2/16:1)_B","POS","C","14","M","27",242090.6875,"HexCer",-0.490101089822608
"281","HexCer(d18:2/18:1)","POS","C","14","M","27",310997.7188,"HexCer",-0.200731144426088
"282","HexCer(d34:3)","POS","C","14","M","27",962489.375,"HexCer",2.53515953935791
"283","HexCer(d18:2/16:1)_A","POS","C","30","M","14",703252.1875,"HexCer",1.44651227976218
"284","HexCer(d18:2/16:1)_B","POS","C","30","M","14",358097.6563,"HexCer",-0.00293846513888022
"285","HexCer(d18:2/18:1)","POS","C","30","M","14",613244.9375,"HexCer",1.06853353758712
"286","HexCer(d34:3)","POS","C","30","M","14",799288.25,"HexCer",1.84980857097421
"287","HexCer(d18:2/16:1)_A","POS","C","4","M","08",468048.6563,"HexCer",0.458792569648752
"288","HexCer(d18:2/16:1)_B","POS","C","4","M","08",279903.4375,"HexCer",-0.331309262684464
"289","HexCer(d18:2/18:1)","POS","C","4","M","08",199494.3281,"HexCer",-0.668981328328377
"290","HexCer(d34:3)","POS","C","4","M","08",721970.0625,"HexCer",1.52511660162169
"291","HexCer(d18:2/16:1)_A","POS","C","7","M","07",298839.875,"HexCer",-0.251787103885851
"292","HexCer(d18:2/16:1)_B","POS","C","7","M","07",154203.0156,"HexCer",-0.859178821643718
"293","HexCer(d18:2/18:1)","POS","C","7","M","07",82637.59375,"HexCer",-1.15971248014445
"294","HexCer(d34:3)","POS","C","7","M","07",266955.625,"HexCer",-0.385682636858971
"295","PC(0:0/18:1)","POS","C","12","M","17",144911.8594,"PC",-0.489080302735061
"296","PC(15:0/16:1)","POS","C","12","M","17",590675.5,"PC",-0.443912137076229
"297","PC(16:0/18:2)","POS","C","12","M","17",1593974.25,"PC",-0.342250269624901
"298","PC(16:1/16:1)","POS","C","12","M","17",510672.6875,"PC",-0.45201863109918
"299","PC(16:1/18:1)","POS","C","12","M","17",2888089.25,"PC",-0.211120685742957
"300","PC(17:1/19:1)","POS","C","12","M","17",12500000,"PC",0.762831286808085
"301","PC(18:1/18:1)_A","POS","C","12","M","17",461426.625,"PC",-0.457008617061362
"302","PC(18:1/18:1)_B","POS","C","12","M","17",183877.2656,"PC",-0.485132031135708
"303","PC(18:1/18:2)_A","POS","C","12","M","17",2111168,"PC",-0.289844261485097
"304","PC(18:1/18:2)_B","POS","C","12","M","17",4007664,"PC",-0.0976768487638379
"305","PC(18:1/19:1)","POS","C","12","M","17",5196994.5,"PC",0.0228351718549674
"306","PC(18:1/20:4)","POS","C","12","M","17",261972.1094,"PC",-0.477218867026784
"307","PC(18:2/18:2)","POS","C","12","M","17",2554511.75,"PC",-0.244921297564456
"308","PC(19:1/0:0)","POS","C","12","M","17",249949.2188,"PC",-0.478437117832498
"309","PC(19:1/19:1)","POS","C","12","M","17",38400000,"PC",3.38721646319687
"310","PC(20:4/20:4)","POS","C","12","M","17",159711.8125,"PC",-0.487580658815104
"311","PC(0:0/18:1)","POS","C","19","M","16",58185.96094,"PC",-0.497868031010251
"312","PC(15:0/16:1)","POS","C","19","M","16",447260.4375,"PC",-0.458444043025877
"313","PC(16:0/18:2)","POS","C","19","M","16",1677472,"PC",-0.333789641927534
"314","PC(16:1/16:1)","POS","C","19","M","16",552626.4375,"PC",-0.447767557755785
"315","PC(16:1/18:1)","POS","C","19","M","16",1897424,"PC",-0.311502430795601
"316","PC(17:1/19:1)","POS","C","19","M","16",7555241,"PC",0.261790660537235
"317","PC(18:1/18:1)_A","POS","C","19","M","16",335436.75,"PC",-0.469774870355766
"318","PC(18:1/18:1)_B","POS","C","19","M","16",142040.625,"PC",-0.489371238063142
"319","PC(18:1/18:2)_A","POS","C","19","M","16",1679265.875,"PC",-0.333607872855785
"320","PC(18:1/18:2)_B","POS","C","19","M","16",2706308.75,"PC",-0.229540069895719
"321","PC(18:1/19:1)","POS","C","19","M","16",5459569,"PC",0.0494412191714807
"322","PC(18:1/20:4)","POS","C","19","M","16",226295.4688,"PC",-0.480833895858212
"323","PC(18:2/18:2)","POS","C","19","M","16",5468353.5,"PC",0.0503313315877737
"324","PC(19:1/0:0)","POS","C","19","M","16",85929.58594,"PC",-0.495056835713367
"325","PC(19:1/19:1)","POS","C","19","M","16",25500000,"PC",2.08009025565187
"326","PC(20:4/20:4)","POS","C","19","M","16",139195.4063,"PC",-0.489659537282442
"327","PC(0:0/18:1)","POS","C","14","M","27",89727.02344,"PC",-0.494672050436021
"328","PC(15:0/16:1)","POS","C","14","M","27",495609.875,"PC",-0.45354490993469
"329","PC(16:0/18:2)","POS","C","14","M","27",1661999.75,"PC",-0.335357408087587
"330","PC(16:1/16:1)","POS","C","14","M","27",574224.4375,"PC",-0.44557908397047
"331","PC(16:1/18:1)","POS","C","14","M","27",3049456,"PC",-0.194769778149828
"332","PC(17:1/19:1)","POS","C","14","M","27",9276270,"PC",0.436178420990332
"333","PC(18:1/18:1)_A","POS","C","14","M","27",446124.5938,"PC",-0.458559135356725
"334","PC(18:1/18:1)_B","POS","C","14","M","27",203254.1406,"PC",-0.483168618644791
"335","PC(18:1/18:2)_A","POS","C","14","M","27",1482087.125,"PC",-0.353587524925239
"336","PC(18:1/18:2)_B","POS","C","14","M","27",2384944,"PC",-0.262103192911699
"337","PC(18:1/19:1)","POS","C","14","M","27",6648454,"PC",0.1699080983387
"338","PC(18:1/20:4)","POS","C","14","M","27",280916.3125,"PC",-0.475299296146702
"339","PC(18:2/18:2)","POS","C","14","M","27",3040416.75,"PC",-0.19568570377553
"340","PC(19:1/0:0)","POS","C","14","M","27",104018.4766,"PC",-0.493223931601189
"341","PC(19:1/19:1)","POS","C","14","M","27",36100000,"PC",3.1541629533245
"342","PC(20:4/20:4)","POS","C","14","M","27",116639.4141,"PC",-0.491945082130643
"343","PC(0:0/18:1)","POS","C","30","M","14",137191.875,"PC",-0.489862550326617
"344","PC(15:0/16:1)","POS","C","30","M","14",521155.2813,"PC",-0.450956454891503
"345","PC(16:0/18:2)","POS","C","30","M","14",4696956,"PC",-0.0278325357521246
"346","PC(16:1/16:1)","POS","C","30","M","14",521991.5938,"PC",-0.450871713342166
"347","PC(16:1/18:1)","POS","C","30","M","14",3143843,"PC",-0.185205768742731
"348","PC(17:1/19:1)","POS","C","30","M","14",11200000,"PC",0.631105389923706
"349","PC(18:1/18:1)_A","POS","C","30","M","14",489708.9688,"PC",-0.454142834674402
"350","PC(18:1/18:1)_B","POS","C","30","M","14",209741.2969,"PC",-0.482511290581832
"351","PC(18:1/18:2)_A","POS","C","30","M","14",6190864.5,"PC",0.123541646575335
"352","PC(18:1/18:2)_B","POS","C","30","M","14",3052909,"PC",-0.19441989390218
"353","PC(18:1/19:1)","POS","C","30","M","14",10800000,"PC",0.590574344728512
"354","PC(18:1/20:4)","POS","C","30","M","14",521622.7188,"PC",-0.450909090565407
"355","PC(18:2/18:2)","POS","C","30","M","14",7346255,"PC",0.240614608009328
"356","PC(19:1/0:0)","POS","C","30","M","14",90644.23438,"PC",-0.494579111640864
"357","PC(19:1/19:1)","POS","C","30","M","14",40700000,"PC",3.62026997306923
"358","PC(20:4/20:4)","POS","C","30","M","14",164504.8438,"PC",-0.487094992394498
"359","PC(0:0/18:1)","POS","C","4","M","08",637028.5625,"PC",-0.439215291898421
"360","PC(15:0/16:1)","POS","C","4","M","08",1356454.125,"PC",-0.366317616927759
"361","PC(16:0/18:2)","POS","C","4","M","08",3578908.75,"PC",-0.141121594802404
"362","PC(16:1/16:1)","POS","C","4","M","08",1589735.875,"PC",-0.342679734046599
"363","PC(16:1/18:1)","POS","C","4","M","08",7181930,"PC",0.223963948005078
"364","PC(17:1/19:1)","POS","C","4","M","08",24800000,"PC",2.00916092656029
"365","PC(18:1/18:1)_A","POS","C","4","M","08",676360.8125,"PC",-0.435229848892475
"366","PC(18:1/18:1)_B","POS","C","4","M","08",375256.4375,"PC",-0.465740036471464
"367","PC(18:1/18:2)_A","POS","C","4","M","08",2788365,"PC",-0.221225505952474
"368","PC(18:1/18:2)_B","POS","C","4","M","08",3910298.75,"PC",-0.107542637134316
"369","PC(18:1/19:1)","POS","C","4","M","08",9942824,"PC",0.503718746737924
"370","PC(18:1/20:4)","POS","C","4","M","08",739855.5625,"PC",-0.428796077437706
"371","PC(18:2/18:2)","POS","C","4","M","08",4606227.5,"PC",-0.0370258380871049
"372","PC(19:1/0:0)","POS","C","4","M","08",701510,"PC",-0.432681541754513
"373","PC(19:1/19:1)","POS","C","4","M","08",5.7e+07,"PC",5.27191006477336
"374","PC(20:4/20:4)","POS","C","4","M","08",393709.6563,"PC",-0.463870215858515
"375","PC(0:0/18:1)","POS","C","7","M","07",563919.9375,"PC",-0.446623214358505
"376","PC(15:0/16:1)","POS","C","7","M","07",745741.9375,"PC",-0.428199625109804
"377","PC(16:0/18:2)","POS","C","7","M","07",2698068,"PC",-0.23037508542245
"378","PC(16:1/16:1)","POS","C","7","M","07",827147.25,"PC",-0.419951019109638
"379","PC(16:1/18:1)","POS","C","7","M","07",4383355.5,"PC",-0.0596089258489628
"380","PC(17:1/19:1)","POS","C","7","M","07",10800000,"PC",0.590574344728512
"381","PC(18:1/18:1)_A","POS","C","7","M","07",441106.1563,"PC",-0.45906764164953
"382","PC(18:1/18:1)_B","POS","C","7","M","07",312099.5938,"PC",-0.47213956868744
"383","PC(18:1/18:2)_A","POS","C","7","M","07",1921090.125,"PC",-0.309104398840676
"384","PC(18:1/18:2)_B","POS","C","7","M","07",2352313,"PC",-0.26540961425111
"385","PC(18:1/19:1)","POS","C","7","M","07",10100000,"PC",0.519645015636923
"386","PC(18:1/20:4)","POS","C","7","M","07",541252.6875,"PC",-0.448920032694007
"387","PC(18:2/18:2)","POS","C","7","M","07",3072211,"PC",-0.192464068316286
"388","PC(19:1/0:0)","POS","C","7","M","07",509638.2188,"PC",-0.452123451343261
"389","PC(19:1/19:1)","POS","C","7","M","07",36100000,"PC",3.1541629533245
"390","PC(20:4/20:4)","POS","C","7","M","07",142787.7344,"PC",-0.489295535250999
"391","PE(13:0/15:0)","NEG","C","12","M","17",175302.5938,"PE",-0.791656302928567
"392","PE(14:0/16:1);PE(15:0/15:1)_A","NEG","C","12","M","17",763876.0625,"PE",-0.612906469570098
"393","PE(14:0/16:1);PE(15:0/15:1)_B","NEG","C","12","M","17",624938.0625,"PE",-0.655101956910044
"394","PE(14:1/15:0);PE(13:0/16:1)","NEG","C","12","M","17",85882.15625,"PE",-0.818813300586324
"395","PE(15:0/15:0)","NEG","C","12","M","17",1901904.875,"PE",-0.267286982098437
"396","PE(15:0/16:0)","NEG","C","12","M","17",825805.6875,"PE",-0.594098434996007
"397","PE(15:0/16:1)_A","NEG","C","12","M","17",6013531.5,"PE",0.98141451930343
"398","PE(15:0/16:1)_B","NEG","C","12","M","17",635267.625,"PE",-0.651964867534237
"399","PE(15:0/17:0)","NEG","C","12","M","17",3016998,"PE",0.071366934316067
"400","PE(15:0/17:1)","NEG","C","12","M","17",3273304,"PE",0.149207097397097
"401","PE(15:0/17:1);PE(16:0/16:1)","NEG","C","12","M","17",2631304.75,"PE",-0.0457681521791874
"402","PE(15:0/18:0);PE(16:0/17:0)","NEG","C","12","M","17",644658.0625,"PE",-0.64911299053408
"403","PE(15:1/16:1)_A","NEG","C","12","M","17",284571,"PE",-0.758471474800422
"404","PE(15:1/16:1)_B","NEG","C","12","M","17",133169.6563,"PE",-0.804452081123705
"405","PE(15:1/17:1)","NEG","C","12","M","17",232382.2344,"PE",-0.774321209201106
"406","PE(16:0/17:0)","NEG","C","12","M","17",490760.0313,"PE",-0.695851841151925
"407","PE(16:0/17:1)","NEG","C","12","M","17",2477375.5,"PE",-0.0925164839503544
"408","PE(16:0/18:1);PE(15:0/19:1)","NEG","C","12","M","17",2009834.375,"PE",-0.234508779944551
"409","PE(16:0/18:2);PE(16:1/18:1)","NEG","C","12","M","17",1791607.875,"PE",-0.300784194287572
"410","PE(16:0/19:1)","NEG","C","12","M","17",1722271.5,"PE",-0.321841659729066
"411","PE(16:1/16:1)","NEG","C","12","M","17",3806439.5,"PE",0.311120412981932
"412","PE(16:1/17:0);PE(15:0/18:1)","NEG","C","12","M","17",3247948.5,"PE",0.14150662899214
"413","PE(16:1/17:1)_A","NEG","C","12","M","17",1634661.125,"PE",-0.348448941172303
"414","PE(16:1/17:1)_B","NEG","C","12","M","17",583682.9375,"PE",-0.667631143343168
"415","PE(16:1/18:1)","NEG","C","12","M","17",3596842.25,"PE",0.247465702903606
"416","PE(16:1/18:2)","NEG","C","12","M","17",173487.8281,"PE",-0.792207447490309
"417","PE(16:1/19:1)_B","NEG","C","12","M","17",404198.4375,"PE",-0.72214060761836
"418","PE(17:0/17:0)","NEG","C","12","M","17",1710474.125,"PE",-0.325424523937973
"419","PE(17:0/18:1)","NEG","C","12","M","17",1302799.875,"PE",-0.449235242781608
"420","PE(17:1/17:1)","NEG","C","12","M","17",608758.0625,"PE",-0.660015824859492
"421","PE(17:1/18:1);PE(16:1/19:1)_A","NEG","C","12","M","17",1102664.875,"PE",-0.510016266394875
"422","PE(17:1/19:1)","NEG","C","12","M","17",2980624.75,"PE",0.0603203739086356
"423","PE(18:1/18:1)","NEG","C","12","M","17",8034151.5,"PE",1.59507705675785
"424","PE(18:1/18:2)_A","NEG","C","12","M","17",959917.5,"PE",-0.553368661381294
"425","PE(18:1/18:2)_B","NEG","C","12","M","17",2685602,"PE",-0.0292780708121828
"426","PE(18:1/19:1)_A","NEG","C","12","M","17",1158429.75,"PE",-0.493080467138544
"427","PE(18:1/19:1)_B","NEG","C","12","M","17",3538816,"PE",0.229843123787313
"428","PE(18:2/18:2)","NEG","C","12","M","17",850659.3125,"PE",-0.586550386089017
"429","PE(19:1/19:1)","NEG","C","12","M","17",3074893.25,"PE",0.0889497287165766
"430","PE(35:2)","NEG","C","12","M","17",2190737.75,"PE",-0.179568403160906
"431","PE(36:1)","NEG","C","12","M","17",625465.5625,"PE",-0.654941755096488
"432","PE(O-15:0/15:0)","NEG","C","12","M","17",1549669.125,"PE",-0.374261021812564
"433","PE(O-15:0/15:1)_A","NEG","C","12","M","17",1209421.75,"PE",-0.477594190594772
"434","PE(O-15:0/15:1)_B","NEG","C","12","M","17",1585229.875,"PE",-0.363461217753027
"435","PE(O-16:0/15:1)","NEG","C","12","M","17",321302.8125,"PE",-0.74731601891854
"436","PE(O-17:0/17:0)","NEG","C","12","M","17",1349388.875,"PE",-0.435086157868332
"437","PE(P-16:0/16:1)","NEG","C","12","M","17",424632.5,"PE",-0.715934780375111
"438","PE(13:0/15:0)","NEG","C","19","M","16",154419.5313,"PE",-0.797998491525913
"439","PE(14:0/16:1);PE(15:0/15:1)_A","NEG","C","19","M","16",862390.625,"PE",-0.58298758506932
"440","PE(14:0/16:1);PE(15:0/15:1)_B","NEG","C","19","M","16",1218765.5,"PE",-0.47475649259399
"441","PE(14:1/15:0);PE(13:0/16:1)","NEG","C","19","M","16",93917.96875,"PE",-0.816372823361879
"442","PE(15:0/15:0)","NEG","C","19","M","16",3402755,"PE",0.188521381694002
"443","PE(15:0/16:0)","NEG","C","19","M","16",1134442.875,"PE",-0.500365283966103
"444","PE(15:0/16:1)_A","NEG","C","19","M","16",7846755.5,"PE",1.53816486897944
"445","PE(15:0/16:1)_B","NEG","C","19","M","16",1048510.563,"PE",-0.526462937474058
"446","PE(15:0/17:0)","NEG","C","19","M","16",3015073,"PE",0.0707823115841333
"447","PE(15:0/17:1)","NEG","C","19","M","16",4650401.5,"PE",0.567431774066701
"448","PE(15:0/17:1);PE(16:0/16:1)","NEG","C","19","M","16",3567378,"PE",0.238517406628606
"449","PE(15:0/18:0);PE(16:0/17:0)","NEG","C","19","M","16",756098.6875,"PE",-0.615268459294655
"450","PE(15:1/16:1)_A","NEG","C","19","M","16",424577.25,"PE",-0.715951559806768
"451","PE(15:1/16:1)_B","NEG","C","19","M","16",212604.7656,"PE",-0.780327628858555
"452","PE(15:1/17:1)","NEG","C","19","M","16",981308.625,"PE",-0.546872174141484
"453","PE(16:0/17:0)","NEG","C","19","M","16",814593.6875,"PE",-0.597503520746885
"454","PE(16:0/17:1)","NEG","C","19","M","16",2572419.5,"PE",-0.0636516096989772
"455","PE(16:0/18:1);PE(15:0/19:1)","NEG","C","19","M","16",2730226,"PE",-0.0157257566356598
"456","PE(16:0/18:2);PE(16:1/18:1)","NEG","C","19","M","16",2485660,"PE",-0.0900004803021963
"457","PE(16:0/19:1)","NEG","C","19","M","16",2335930.5,"PE",-0.135473347492356
"458","PE(16:1/16:1)","NEG","C","19","M","16",5697317,"PE",0.885380137554324
"459","PE(16:1/17:0);PE(15:0/18:1)","NEG","C","19","M","16",3773623.5,"PE",0.301154189828096
"460","PE(16:1/17:1)_A","NEG","C","19","M","16",2340016.75,"PE",-0.134232352875024
"461","PE(16:1/17:1)_B","NEG","C","19","M","16",961579.4375,"PE",-0.552863930762305
"462","PE(16:1/18:1)","NEG","C","19","M","16",4941242.5,"PE",0.655760220808681
"463","PE(16:1/18:2)","NEG","C","19","M","16",309538.4688,"PE",-0.750888851517657
"464","PE(16:1/19:1)_B","NEG","C","19","M","16",695147.125,"PE",-0.633779456169655
"465","PE(17:0/17:0)","NEG","C","19","M","16",2183583.25,"PE",-0.181741225672916
"466","PE(17:0/18:1)","NEG","C","19","M","16",1933822.375,"PE",-0.257593633502857
"467","PE(17:1/17:1)","NEG","C","19","M","16",927221.0625,"PE",-0.563298573389474
"468","PE(17:1/18:1);PE(16:1/19:1)_A","NEG","C","19","M","16",1610516.875,"PE",-0.355781552806323
"469","PE(17:1/19:1)","NEG","C","19","M","16",3054207.5,"PE",0.0826674639492539
"470","PE(18:1/18:1)","NEG","C","19","M","16",12800000,"PE",3.04246582042114
"471","PE(18:1/18:2)_A","NEG","C","19","M","16",933217.0625,"PE",-0.561477587467046
"472","PE(18:1/18:2)_B","NEG","C","19","M","16",3163763,"PE",0.115939482499049
"473","PE(18:1/19:1)_A","NEG","C","19","M","16",2236905.25,"PE",-0.165547327848414
"474","PE(18:1/19:1)_B","NEG","C","19","M","16",5500875,"PE",0.825720678486007
"475","PE(18:2/18:2)","NEG","C","19","M","16",2466288.75,"PE",-0.0958835312611415
"476","PE(19:1/19:1)","NEG","C","19","M","16",5365204.5,"PE",0.784517531289746
"477","PE(35:2)","NEG","C","19","M","16",4259198.5,"PE",0.448623375832604
"478","PE(36:1)","NEG","C","19","M","16",947488.25,"PE",-0.557143426103832
"479","PE(O-15:0/15:0)","NEG","C","19","M","16",1788293.875,"PE",-0.30179065648686
"480","PE(O-15:0/15:1)_A","NEG","C","19","M","16",1578775.125,"PE",-0.365421526105728
"481","PE(O-15:0/15:1)_B","NEG","C","19","M","16",1712760,"PE",-0.324730303425059
"482","PE(O-16:0/15:1)","NEG","C","19","M","16",881969.875,"PE",-0.577041364485314
"483","PE(O-17:0/17:0)","NEG","C","19","M","16",1574984.5,"PE",-0.366572739374941
"484","PE(P-16:0/16:1)","NEG","C","19","M","16",1966989.25,"PE",-0.247520849569246
"485","PE(13:0/15:0)","NEG","C","14","M","27",352507.4063,"PE",-0.737839180021794
"486","PE(14:0/16:1);PE(15:0/15:1)_A","NEG","C","14","M","27",1065740,"PE",-0.521230355381269
"487","PE(14:0/16:1);PE(15:0/15:1)_B","NEG","C","14","M","27",805472.25,"PE",-0.600273702414631
"488","PE(14:1/15:0);PE(13:0/16:1)","NEG","C","14","M","27",174085.6406,"PE",-0.792025891762032
"489","PE(15:0/15:0)","NEG","C","14","M","27",3064431.5,"PE",0.0857724939810926
"490","PE(15:0/16:0)","NEG","C","14","M","27",1165544.375,"PE",-0.490919754668838
"491","PE(15:0/16:1)_A","NEG","C","14","M","27",9350284,"PE",1.99478665558208
"492","PE(15:0/16:1)_B","NEG","C","14","M","27",792788,"PE",-0.604125910667893
"493","PE(15:0/17:0)","NEG","C","14","M","27",3205838,"PE",0.128717665068456
"494","PE(15:0/17:1)","NEG","C","14","M","27",4416501.5,"PE",0.496396315885258
"495","PE(15:0/17:1);PE(16:0/16:1)","NEG","C","14","M","27",4305098.5,"PE",0.462563211362866
"496","PE(15:0/18:0);PE(16:0/17:0)","NEG","C","14","M","27",465908.25,"PE",-0.703399330127002
"497","PE(15:1/16:1)_A","NEG","C","14","M","27",444417.125,"PE",-0.709926187378861
"498","PE(15:1/16:1)_B","NEG","C","14","M","27",193735.7813,"PE",-0.786058141663895
"499","PE(15:1/17:1)","NEG","C","14","M","27",863304.9375,"PE",-0.582709908252909
"500","PE(16:0/17:0)","NEG","C","14","M","27",645223.25,"PE",-0.648941343022233
"501","PE(16:0/17:1)","NEG","C","14","M","27",3369928.75,"PE",0.178552045613931
"502","PE(16:0/18:1);PE(15:0/19:1)","NEG","C","14","M","27",4044632,"PE",0.383459503930558
"503","PE(16:0/18:2);PE(16:1/18:1)","NEG","C","14","M","27",5114690,"PE",0.708436247456505
"504","PE(16:0/19:1)","NEG","C","14","M","27",2344884.5,"PE",-0.132754016613534
"505","PE(16:1/16:1)","NEG","C","14","M","27",5556277,"PE",0.842546272561118
"506","PE(16:1/17:0);PE(15:0/18:1)","NEG","C","14","M","27",4421634.5,"PE",0.497955208603707
"507","PE(16:1/17:1)_A","NEG","C","14","M","27",2136444.75,"PE",-0.196057193802399
"508","PE(16:1/17:1)_B","NEG","C","14","M","27",1073756.875,"PE",-0.518795629477856
"509","PE(16:1/18:1)","NEG","C","14","M","27",5399057,"PE",0.794798539618465
"510","PE(16:1/18:2)","NEG","C","14","M","27",357590.7188,"PE",-0.736295377403081
"511","PE(16:1/19:1)_B","NEG","C","14","M","27",633198.6875,"PE",-0.652593204102263
"512","PE(17:0/17:0)","NEG","C","14","M","27",1776443.625,"PE",-0.305389578839637
"513","PE(17:0/18:1)","NEG","C","14","M","27",2660059.5,"PE",-0.0370353311396711
"514","PE(17:1/17:1)","NEG","C","14","M","27",667338.625,"PE",-0.642224900970162
"515","PE(17:1/18:1);PE(16:1/19:1)_A","NEG","C","14","M","27",1320249.75,"PE",-0.44393571364166
"516","PE(17:1/19:1)","NEG","C","14","M","27",4038924.25,"PE",0.381726059567859
"517","PE(18:1/18:1)","NEG","C","14","M","27",13400000,"PE",3.22468589271215
"518","PE(18:1/18:2)_A","NEG","C","14","M","27",4994340.5,"PE",0.671886089806194
"519","PE(18:1/18:2)_B","NEG","C","14","M","27",3548147,"PE",0.232676949611559
"520","PE(18:1/19:1)_A","NEG","C","14","M","27",2557263.25,"PE",-0.0682545646500781
"521","PE(18:1/19:1)_B","NEG","C","14","M","27",5527971.5,"PE",0.83394988880073
"522","PE(18:2/18:2)","NEG","C","14","M","27",2657940.25,"PE",-0.037678947620009
"523","PE(19:1/19:1)","NEG","C","14","M","27",4437583.5,"PE",0.502798921825322
"524","PE(35:2)","NEG","C","14","M","27",4219600,"PE",0.436597306611579
"525","PE(36:1)","NEG","C","14","M","27",1377470.625,"PE",-0.426557727009902
"526","PE(O-15:0/15:0)","NEG","C","14","M","27",1804725.25,"PE",-0.296800445919625
"527","PE(O-15:0/15:1)_A","NEG","C","14","M","27",1894307,"PE",-0.269594457651367
"528","PE(O-15:0/15:1)_B","NEG","C","14","M","27",1577103.25,"PE",-0.365929274744664
"529","PE(O-16:0/15:1)","NEG","C","14","M","27",591347.9375,"PE",-0.665303281919651
"530","PE(O-17:0/17:0)","NEG","C","14","M","27",863698.8125,"PE",-0.582590288367953
"531","PE(P-16:0/16:1)","NEG","C","14","M","27",664543.5625,"PE",-0.643073761788175
"532","PE(13:0/15:0)","NEG","C","30","M","14",1023976.313,"PE",-0.533913992155067
"533","PE(14:0/16:1);PE(15:0/15:1)_A","NEG","C","30","M","14",3553846.25,"PE",0.234407812523233
